contest_key,date,title,location_str,city,state,state_full,prize,cbj_percentage,is_championship,is_standard,url
1164,2016-04-15,*Interstate BBQ Festival,"Hagerstown, MD",Hagerstown,MD,Maryland,8000.0,100.0,True,True,http://www.kcbs.us/event/6041/interstate-bbq-festival
1165,2016-04-15,20th Annual Fire House BBQ Cook-Off,"Kings Mountain, NC",Kings Mountain,NC,North Carolina,7700.0,100.0,True,True,http://www.kcbs.us/event/6317/20th-annual-fire-house-bbq-cook-off
1166,2016-04-15,Shelby Forest Spring Fest Smokin' In the Forest,"Millington, TN",Millington,TN,Tennessee,3360.0,96.0,True,True,http://www.kcbs.us/event/6483/shelby-forest-spring-fest-smokin-in-the-forest
1167,2016-04-15,Roberts Ranch Smokin Red Dirt BBQ,"Enid, OK",Enid,OK,Oklahoma,14000.0,100.0,True,False,http://www.kcbs.us/event/6074/roberts-ranch-smokin-red-dirt-bbq
1168,2016-04-15,Cornelia Apple Blossom BBQ  & Brews Festival,"Cornelia, GA",Cornelia,GA,Georgia,8700.0,59.0,True,False,http://www.kcbs.us/event/5996/cornelia-apple-blossom-bbq-brews-festival
1169,2016-04-15,Main Street BBQ & Bluesfest,"Washington, MO",Washington,MO,Missouri,7000.0,100.0,True,False,http://www.kcbs.us/event/5932/main-street-bbq-bluesfest
1170,2016-04-15,Sam's Club National BBQ Tour,"Fort Collins, CO",Fort Collins,CO,Colorado,10000.0,,False,True,http://www.kcbs.us/event/6382/sams-club-national-bbq-tour
1171,2016-04-22,Bynum School's Best of the Basin,"Midland, TX",Midland,TX,Texas,20000.0,80.0,False,True,http://www.kcbs.us/event/6440/bynum-schools-best-of-the-basin
1172,2016-04-22,Southaven Springfest,"Southaven, MS",Southaven,MS,Mississippi,14500.0,99.0,True,True,http://www.kcbs.us/event/6068/southaven-springfest
1173,2016-04-22,Morris Twister Days BBQ Competition,"Morris, OK",Morris,OK,Oklahoma,7000.0,100.0,True,True,http://www.kcbs.us/event/5926/morris-twister-days-bbq-competition
1174,2016-04-22,Uptown Lexington BBQ Capital Cook Off,"Lexington, NC",Lexington,NC,North Carolina,15700.0,100.0,True,True,http://www.kcbs.us/event/6096/uptown-lexington-bbq-capital-cook-off
1175,2016-04-22,Wabash Ribberfest BBQ Championship,"Mt. Carmel, IL",Mt. Carmel,IL,Illinois,7000.0,,True,True,http://www.kcbs.us/event/5955/wabash-ribberfest-bbq-championship
1176,2016-04-22,Central  Iowa Expo BBQ (Day 1) (Judges Full),"Boone , IA",Boone,IA,Iowa,7000.0,,True,True,http://www.kcbs.us/event/6414/central-iowa-expo-bbq-day-1-judges-full
1177,2016-04-22,Rock N Ribs BBQ Festival,"Springfield, MO",Springfield,MO,Missouri,13200.0,100.0,True,False,http://www.kcbs.us/event/5993/rock-n-ribs-bbq-festival
1178,2016-04-22,CCS Fest: CCS Spring Festival & BBQ Competition,"Indianapolis, IN",Indianapolis,IN,Indiana,7000.0,,True,False,http://www.kcbs.us/event/5921/ccs-fest-ccs-spring-festival-bbq-competition
1179,2016-04-22,8th Annual VFW Post 846 BBQ Challenge,"Overland Park, KS",Overland Park,KS,Kansas,4500.0,,True,False,http://www.kcbs.us/event/6091/8th-annual-vfw-post-846-bbq-challenge
1180,2016-04-22,Sam's Club National BBQ Tour (Regional),"Las Vegas, NV",Las Vegas,NV,Nevada,20000.0,,False,True,http://www.kcbs.us/event/6384/sams-club-national-bbq-tour-regional
1181,2016-04-23,Central  Iowa Expo BBQ (Day 2) (Judges Full),"Boone, IA",Boone,IA,Iowa,7000.0,,True,True,http://www.kcbs.us/event/6415/central-iowa-expo-bbq-day-2-judges-full
1182,2016-04-29,Sam's Club National BBQ Tour,"Overland Park, KS",Overland Park,KS,Kansas,10000.0,100.0,False,True,http://www.kcbs.us/event/6364/sams-club-national-bbq-tour
1183,2016-04-29,BBQ Boogie & Blues (GBC Qualifier),"Calhoun, GA",Calhoun,GA,Georgia,7900.0,100.0,True,False,http://www.kcbs.us/event/5939/bbq-boogie-blues-gbc-qualifier
1184,2016-04-29,Downtown BBQ Throwdown,"Boca Raton, FL",Boca Raton,FL,Florida,3350.0,100.0,True,True,http://www.kcbs.us/event/6473/downtown-bbq-throwdown
1185,2016-04-29,*Smokin on the Prairie BBQ Cook-off,"Stuttgart, AR",Stuttgart,AR,Arkansas,5000.0,99.0,True,True,http://www.kcbs.us/event/6066/smokin-on-the-prairie-bbq-cook-off
1186,2016-04-29,Elk Grove Western Festival and BBQ Championship,"Elk Grove , CA",Elk Grove,CA,California,5000.0,100.0,True,True,http://www.kcbs.us/event/6494/elk-grove-western-festival-and-bbq-championship
1187,2016-04-29,Masters in May,"Appleton, WI",Appleton,WI,Wisconsin,7500.0,74.0,True,False,http://www.kcbs.us/event/5969/masters-in-may
1188,2016-04-29,Smokin' in the Ville,"Edwardsville, KS",Edwardsville,KS,Kansas,3500.0,100.0,True,True,http://www.kcbs.us/event/6152/smokin-in-the-ville
1189,2016-04-29,The G Town Smokin Showdown,"Garnett, KS",Garnett,KS,Kansas,5000.0,100.0,True,False,http://www.kcbs.us/event/5995/the-g-town-smokin-showdown
1190,2016-04-29,3rd Annual Pickin' N Pullin,"Lanexa, VA",Lanexa,VA,Virginia,4750.0,67.0,True,False,http://www.kcbs.us/event/6429/3rd-annual-pickin-n-pullin
1191,2016-04-29,Smokin on the Water,"Liberty, IN",Liberty,IN,Indiana,5000.0,,True,True,http://www.kcbs.us/event/5965/smokin-on-the-water
1192,2016-04-30,Masters in May- The Classic,"Appleton, WI",Appleton,WI,Wisconsin,7500.0,,True,True,http://www.kcbs.us/event/5970/masters-in-may--the-classic
1193,2016-04-30,Smokin on the Water 2,"Liberty, IN",Liberty,IN,Indiana,5000.0,,True,False,http://www.kcbs.us/event/5966/smokin-on-the-water-2
1194,2016-04-30,Ridgefield Gone Country BBQ Festival,"Ridgefield, CT",Ridgefield,CT,Connecticut,6600.0,100.0,True,False,http://www.kcbs.us/event/5964/ridgefield-gone-country-bbq-festival
1195,2016-05-06,Sam's Club National BBQ Tour,"St. Charles, MO",St. Charles,MO,Missouri,10000.0,100.0,False,True,http://www.kcbs.us/event/6365/sams-club-national-bbq-tour
1196,2016-05-06,Apple Blossom Bar-B-Q,"St. Joseph , MO",St. Joseph,MO,Missouri,10000.0,98.0,True,True,http://www.kcbs.us/event/6263/apple-blossom-bar-b-q
1197,2016-05-06,Sertoma 48 BBQ,"Lawrence, KS",Lawrence,KS,Kansas,4800.0,94.0,True,True,http://www.kcbs.us/event/6135/sertoma-48-bbq
1198,2016-05-06,Columbia Elks Lodge #594 BBQ Contest,"Columbia, MO",Columbia,MO,Missouri,3150.0,98.0,True,False,http://www.kcbs.us/event/6257/columbia-elks-lodge-594-bbq-contest
1199,2016-05-06,Smokin In Mesquite BBQ Championship,"Mesquite, NV",Mesquite,NV,Nevada,40000.0,100.0,True,True,http://www.kcbs.us/event/6187/smokin-in-mesquite-bbq-championship
1200,2016-05-06,Smoke in the Valley BBQ competition,"Greenlane, PA",Greenlane,PA,Pennsylvania,8500.0,100.0,True,False,http://www.kcbs.us/event/6294/smoke-in-the-valley-bbq-competition
1201,2016-05-06,Route 66 Smoke Out,"Dwight, IL",Dwight,IL,Illinois,6000.0,100.0,True,True,http://www.kcbs.us/event/6413/route-66-smoke-out
1202,2016-05-06,*Bixby BBQ'N Blues Festival,"Bixby, OK",Bixby,OK,Oklahoma,0.0,100.0,True,False,http://www.kcbs.us/event/6279/bixby-bbqn-blues-festival
1203,2016-05-06,Jiggy With the Piggy,"Kannapolis, NC",Kannapolis,NC,North Carolina,18250.0,100.0,True,True,http://www.kcbs.us/event/6116/jiggy-with-the-piggy
1204,2016-05-06,UMB Smokin' Vault (Competitors Invitational Series),"Kansas City, MO",Kansas City,MO,Missouri,0.0,,False,False,http://www.kcbs.us/event/6594/umb-smokin-vault-competitors-invitational-series
1205,2016-05-06,Truman Heritage Festival BBQ Championship,"Grandview, MO",Grandview,MO,Missouri,4750.0,100.0,True,True,http://www.kcbs.us/event/6136/truman-heritage-festival-bbq-championship
1206,2016-05-06,The Whistlestop Festival & Rocket City BBQ,"Huntsville, AL",Huntsville,AL,Alabama,20000.0,100.0,True,False,http://www.kcbs.us/event/5999/the-whistlestop-festival-rocket-city-bbq
1207,2016-05-06,"Brews, Blues & Bar-B-Q","Lansing, KS",Lansing,KS,Kansas,4500.0,100.0,True,False,http://www.kcbs.us/event/6009/brews-blues-bar-b-q
1208,2016-05-06,*George County Firefighters Association BBQ Challenge,"Lucedale, MS",Lucedale,MS,Mississippi,6910.0,100.0,True,False,http://www.kcbs.us/event/5946/george-county-firefighters-association-bbq-challenge
1209,2016-05-06,4th Annual BBQ Throwdown,"Show Low, AZ",Show Low,AZ,Arizona,10000.0,100.0,True,True,http://www.kcbs.us/event/5930/4th-annual-bbq-throwdown
1210,2016-05-06,Naptown barBAYq Contest and Music Festival,"Annapolis, MD",Annapolis,MD,Maryland,10000.0,100.0,True,True,http://www.kcbs.us/event/6029/naptown-barbayq-contest-and-music-festival
1211,2016-05-13,BBQ in the Bluffs,"Council Bluffs, IA",Council Bluffs,IA,Iowa,8300.0,100.0,True,True,http://www.kcbs.us/event/6287/bbq-in-the-bluffs
